0.207378,-0.978261,0.000000
-0.261928,-0.934783,0.239948
0.039639,-0.891304,-0.451669
0.322640,-0.847826,0.420826
-0.585076,-0.804348,-0.103492
0.547517,-0.760870,-0.348285
-0.180859,-0.717391,0.672785
-0.340523,-0.673913,-0.655656
0.729141,-0.630435,0.266281
-0.748367,-0.586957,0.308915
0.355786,-0.543478,-0.760294
0.259187,-0.500000,0.826330
-0.769789,-0.456522,-0.446108
0.889470,-0.413043,-0.195547
-0.534413,-0.369565,0.760148
-0.121486,-0.326087,-0.937501
0.733478,-0.282609,0.618176
-0.970158,-0.239130,0.040119
0.695130,-0.195652,-0.691747
-0.045653,-0.152174,0.987299
-0.636913,-0.108696,-0.763235
0.988960,-0.065217,0.133063
-0.820664,-0.021739,0.570997
0.219430,0.021739,-0.975386
0.496122,0.065217,0.865800
-0.947048,0.108696,-0.302134
0.897219,0.152174,-0.414538
-0.378600,0.195652,0.904645
-0.328633,0.239130,-0.913683
0.849105,0.282609,0.446266
-0.914115,0.326087,0.240958
0.502549,0.369565,-0.781579
0.154253,0.413043,0.897553
-0.703427,0.456522,-0.544774
0.863069,0.500000,-0.071503
-0.570035,0.543478,0.616191
0.003950,0.586957,-0.809609
0.521546,0.630435,0.574928
-0.735658,0.673913,-0.068181
0.554939,0.717391,-0.421179
-0.116143,0.760870,0.638426
-0.316452,0.804348,-0.502874
0.511416,0.847826,0.140158
-0.403389,0.891304,0.207012
0.123481,0.934783,-0.333068
0.078190,0.978261,0.192073
